word,value
matanza,-1
sangriento,-1
mancha,-1
pantano,-1
falso,-1
esclavitud,-1
cautiverio,-1
bobo,-1
aburrido,-1
combate,-1
soborno,-1
bruto,-1
error,-1
matón,-1
ladrón,-1
robo,-1
entierro,-1
zumbido,-1
canalla,-1
cadáver,-1
ataúd,-1
víctima,-1
impuesto,-1
disgusto,-1
farsa,-1
castigo,-1
engañar,-1
crítica,-1
infantil,-1
frío,-1
burla,-1
choque,-1
nublado,-1
obligar,-1
queja,-1
condenar,-1
condenación,-1
confiscar,-1
contradictorio,-1
confundir,-1
aturdido,-1
Confusión,-1
consternación,-1
restricción,-1
contaminar,-1
contaminación,-1
despreciable,-1
contrabando,-1
grieta,-1
mierda,-1
loco,-1
crujiente,-1
crimen,-1
lisiado,-1
cruel,-1
llorar,-1
culpable,-1
incómodo,-1
astucia,-1
superficial,-1
demonio,-1
peligro,-1
peligroso,-1
oscuridad,-1
punto muerto,-1
mortal,-1
escombros,-1
deudor,-1
deteriorado,-1
engaño,-1
engañoso,-1
disminución,-1
difamación,-1
difamatorio,-1
defectuoso,-1
indefenso,-1
aplazamiento,-1
deformado,-1
retrasar,-1
perjudicial,-1
supresión,-1
delincuente,-1
delirante,-1
delirio,-1
exigente,-1
negación,-1
negar,-1
dependencia,-1
depresión,-1
privación,-1
trastornado,-1
humillación,-1
despectivo,-1
soledad,-1
desesperación,-1
desesperado,-1
despótico,-1
indigente,-1
detestar,-1
diabólico,-1
tortuoso,-1
diatriba,-1
sucio,-1
discapacidad,-1
desaprobación,-1
descontento,-1
desdén,-1
enfermedad,-1
desgracia,-1
vergonzoso,-1
asqueroso,-1
desinteresado,-1
disgustado,-1
triste,-1
desordenado,-1
indiferencia,-1
ruptura,-1
disidente,-1
desagradable,-1
distraer,-1
dominar,-1
dudoso,-1
inseguro,-1
caída,-1
terrible,-1
ahogar,-1
tonto,-1
moribundo,-1
expulsar,-1
expulsión,-1
eliminación,-1
demacrado,-1
vergüenza,-1
invasión,-1
poner en peligro,-1
interminable,-1
enemigo,-1
enredado,-1
erróneo,-1
erupción,-1
exagerar,-1
examen,-1
exceso,-1
verdugo,-1
fracaso,-1
falsedad,-1
falsificación,-1
falsificar,-1
miedo,-1
febril,-1
débil,-1
fingido,-1
feroz,-1
mentira,-1
lucha,-1
inmundo,-1
flácido,-1
flojo,-1
azotar,-1
frustrado,-1
locura,-1
incursión,-1
amenazante,-1
perder,-1
pérdida,-1
olvidado,-1
frenético,-1
tenso,-1
congelación,-1
susto,-1
asustar,-1
frustrar,-1
furioso,-1
escándalo,-1
jugador,-1
cárcel,-1
basura,-1
llamativo,-1
melancólico,-1
sombrío,-1
duende,-1
impío,-1
espeluznante,-1
gemido,-1
gruñido,-1
resentimiento,-1
pistola,-1
bruja,-1
acosar,-1
dureza,-1
apresurado,-1
odio,-1
odioso,-1
guarida,-1
infierno,-1
impotencia,-1
hemorroides,-1
oculto,-1
silbido,-1
golpear,-1
cerdo,-1
hostil,-1
humilde,-1
herir,-1
hipócrita,-1
idiota,-1
ilegal,-1
perjudicar,-1
procesar,-1
implacable,-1
imposición,-1
impotente,-1
prisión,-1
imprudente,-1
incapacidad,-1
incorrecto,-1
inadecuado,-1
incalculable,-1
desconsiderado,-1
indeciso,-1
ineficaz,-1
injusto,-1
inexperto,-1
inexplicable,-1
inferior,-1
esterilidad,-1
infiel,-1
enfermizo,-1
infligir,-1
infracción,-1
injusticia,-1
insípido,-1
intruso,-1
involuntario,-1
aislado,-1
broma,-1
matar,-1
laborioso,-1
cargado,-1
retraso,-1
hurto,-1
perezoso,-1
fuga,-1
repugnante,-1
solitario,-1
ridículo,-1
pesado,-1
gusano,-1
malévolo,-1
malicia,-1
maligno,-1
maníaco,-1
estiércol,-1
sin sentido,-1
amenaza,-1
servil,-1
moho,-1
tristemente,-1
equivocado,-1
desaparecido,-1
rancio,-1
nauseabundo,-1
negligencia,-1
descuidado,-1
ruidoso,-1
obituario,-1
omitir,-1
grito,-1
dolorido,-1
parálisis,-1
parásito,-1
escasez,-1
venganza,-1
pervertido,-1
trampa,-1
inútil,-1
veneno,-1
venenoso,-1
pornografía,-1
preventivo,-1
espinoso,-1
curioso,-1
pelea,-1
temblor,-1
rabia,-1
alboroto,-1
violación,-1
estridente,-1
rechazado,-1
lamentable,-1
renunciar,-1
retirar,-1
renuncia,-1
reprimir,-1
vengativo,-1
rígido,-1
rigidez,-1
desenfrenado,-1
robar,-1
ruina,-1
hundimiento,-1
salvaje,-1
escaso,-1
regaño,-1
fregar,-1
escoria,-1
marchito,-1
serpiente,-1
disparo,-1
calumnia,-1
puta,-1
aplastar,-1
furtivo,-1
brujería,-1
espectro,-1
espina,-1
paro,-1
desconocido,-1
citación,-1
hosco,-1
cansado,-1
cansancio,-1
difícil,-1
tumor,-1
feo,-1
inconsciente,-1
desigual,-1
desgraciado,-1
injustificado,-1
improductivo,-1
inestable,-1
insostenible,-1
villano,-1
guerra,-1
ayayay,-1
cacho,-1
chiro,-1
chira,-1
chuta,-1
encamador,-1
hecho trozo,-1
lorenzo,-1
Qué foca,-1
Piteado,-1
achachay,-1
arrarray,-1
atatay,-1
carcoso,-1
cargoso,-1
checho,-1
chendo,-1
hecho funda,-1
Qué foco,-1
shunsho,-1
taroso,-1
a full,-1
ahuevado,-1
al huevo,-1
arrechar,-1
bacilando,-1
botarse,-1
caer en cana,-1
caleteado,-1
camaronear,-1
camarón,-1
culebrero,-1
fregado,-1
fuerte,-1
grilla,-1
fachoso,-1
hecho el mucho,-1
hecho cera,-1
hecho sopa,-1
hecho pedazos, -1
jarabe de pico,-1
jíbaro,-1
jodido,-1
joder,-1
la gran flauta,-1
la concha,-1
lata,-1
longo,-1
maltercio,-1
ni gota,-1
pecuaca,-1
pecueca,-1
pericote,-1
quesque,-1
quiño,-1
salado,-1
solano,-1
turro,-1
vos mismo,-1
abaleado,-1
abalear,-1
acabar,-1
acaparador,-1
acaso,-1
lo peor,-1
